,TrigNo,T50,T90,F1,F2,F3,F4,P64,P256,P1024
1625,7064,9.28,41.088,1.81E-07,2.22E-07,1.10E-06,2.94E-06,1.172,1.102,1.027
1626,7078,0.128,0.448,1.66E-08,2.27E-08,1.15E-07,4.89E-08,5.118,2.124,0.596
1627,7087,15.616,54.592,5.68E-07,6.97E-07,2.37E-06,3.82E-06,1.4,1.204,1.115
1628,7102,0.218,0.399,1.37E-08,1.54E-08,1.05E-07,2.44E-07,2.523,1.603,0.539
1629,7106,0.2,0.523,1.33E-08,1.27E-08,1.09E-07,1.14E-06,1.671,1.393,0.517
1630,7108,92.096,157.12,1.06E-07,1.29E-07,5.45E-07,5.08E-07,0.963,0.938,0.799
1631,7110,41.984,78.208,3.71E-07,2.80E-07,1.78E-06,8.16E-07,1.012,0.884,0.665
1632,7113,15.04,33.024,2.07E-05,3.30E-05,0.000139,0.000288,54.02,49.23,36.069
1633,7116,2.624,20.224,4.59E-07,2.04E-07,6.73E-08,1.66E-07,1.253,1.009,0.837
1634,7130,22.272,52.672,4.42E-07,2.86E-07,4.55E-07,0,0.858,0.589,0.522
1635,7133,0.665,1.079,4.51E-08,8.29E-08,4.26E-07,8.01E-07,4.086,3.353,2.274
1636,7142,0.643,0.969,3.85E-08,9.41E-08,9.20E-07,1.61E-06,5.812,5.011,3.927
1637,7147,13.952,22.464,6.34E-07,7.80E-07,1.27E-06,5.46E-07,1.116,0.925,0.845
1638,7148,0.229,1.177,6.45E-09,1.14E-08,7.19E-08,5.94E-07,0.874,0.833,0.374
1639,7159,4.71,13.056,6.77E-09,1.14E-09,5.74E-08,5.81E-07,1.216,0.686,0.203
1640,7164,7.168,22.528,3.24E-08,4.03E-08,5.64E-08,0,1.221,1.049,0.535
1641,7167,27.392,51.712,3.68E-07,3.57E-07,7.27E-07,0,1.046,0.925,0.691
1642,7170,88.128,99.584,2.60E-06,3.98E-06,1.86E-05,0.000125,14.424,13.707,11.253
1643,7172,2.496,27.648,5.30E-07,4.98E-07,1.69E-06,3.45E-06,7.083,6.352,5.138
1644,7173,0.364,0.966,1.50E-08,2.01E-08,1.86E-07,1.69E-06,2.543,1.496,0.828
1645,7178,28.608,52.416,1.29E-06,9.58E-07,1.07E-06,1.22E-06,1.553,1.375,1.129
1646,7183,4.992,7.744,2.16E-07,1.80E-07,1.68E-07,2.10E-07,1.146,1.046,0.861
1647,7185,80.064,147.456,4.33E-06,4.43E-06,6.40E-06,0,5.848,5.094,4.535
1648,7187,0.055,2.07,1.22E-08,2.74E-08,8.50E-08,1.48E-07,5.834,2.426,0.55
1649,7191,12.096,44.928,2.14E-08,1.81E-08,1.23E-07,1.03E-07,1.27,0.944,0.585
1650,7206,4.608,20.544,1.93E-07,2.11E-07,5.38E-07,1.15E-06,1.128,0.916,0.841
1651,7207,8.96,24.192,5.20E-07,7.11E-07,1.68E-06,7.91E-07,3.073,2.757,1.543
1652,7209,7.04,46.272,2.78E-07,4.69E-07,1.35E-06,9.95E-08,1.526,1.305,1.083
1653,7213,33.664,61.12,8.62E-07,6.68E-07,1.06E-06,4.85E-06,0.899,0.753,0.635
1654,7219,22.528,53.952,1.08E-06,1.69E-06,5.32E-06,3.03E-06,1.332,1.216,1.001
1655,7227,0.044,0.092,5.04E-09,1.17E-08,8.07E-08,8.76E-08,2.204,1.373,0.396
1656,7228,16.64,99.584,8.43E-07,1.11E-06,2.80E-06,2.17E-06,2.922,2.568,2.177
1657,7230,13.952,45.248,4.71E-07,6.15E-07,2.50E-06,6.67E-06,2.886,2.575,2.289
1658,7240,2.24,3.072,1.22E-07,2.88E-07,1.76E-06,8.88E-06,12.996,11.234,5.3
1659,7247,64.384,180.736,2.24E-06,4.31E-06,2.08E-05,0.000156,4.503,4.162,3.518
1660,7250,56.448,106.56,3.26E-06,3.79E-06,6.87E-06,3.49E-06,2.847,2.643,2.374
1661,7255,4.416,10.304,9.64E-07,1.96E-06,7.53E-06,6.66E-06,5.391,5.289,4.894
1662,7263,9.344,53.184,2.72E-07,2.46E-07,7.56E-07,3.92E-06,1.041,0.913,0.856
1663,7281,0.576,1.664,3.16E-07,4.45E-07,1.24E-06,1.08E-06,16.838,15.059,7.384
1664,7283,0.296,0.767,5.65E-09,2.61E-08,1.87E-07,4.37E-07,1.671,1.481,0.814
1665,7285,55.104,156.096,1.79E-06,2.84E-06,6.23E-06,1.20E-05,2.448,2.247,2.007
1666,7287,0.061,1.606,1.22E-08,1.40E-08,1.26E-07,5.19E-07,6.317,2.064,0.548
1667,7290,0.406,6.287,3.68E-08,5.53E-08,5.43E-07,6.00E-06,3.476,3.348,2.278
1668,7292,0.125,0.262,1.20E-08,1.80E-08,1.67E-07,5.60E-08,3.605,2.645,0.773
1669,7293,14.08,47.872,8.32E-07,1.88E-06,6.35E-06,1.05E-06,3.058,2.947,2.873
1670,7294,0.077,0.154,1.13E-08,7.30E-09,1.54E-07,1.02E-06,3.259,2.317,0.585
1671,7295,19.52,73.792,1.42E-06,1.43E-06,7.17E-06,1.23E-05,3.496,3.257,3.192
1672,7297,0.438,1.141,6.41E-09,2.05E-08,1.28E-07,6.57E-07,1.036,0.818,0.598
1673,7298,4.16,18.944,5.59E-07,3.54E-07,9.96E-07,1.63E-06,2.057,1.813,1.551
1674,7301,9.792,174.464,3.22E-05,3.72E-05,0.00013,0.000412,86.534,78.403,66.696
1675,7305,0.358,3.099,6.50E-08,9.56E-08,5.86E-07,3.36E-06,14.817,7.765,2.991
1676,7310,55.296,145.664,2.32E-06,3.98E-06,1.41E-05,3.41E-05,1.352,1.278,1.13
1677,7318,5.76,14.976,4.42E-07,1.02E-06,5.49E-06,2.63E-05,4.061,3.943,3.458
1678,7319,26.432,49.664,9.51E-07,1.13E-06,2.87E-06,5.70E-06,2.855,2.752,2.511
1679,7322,16.704,60.48,4.11E-07,3.98E-07,1.38E-06,3.76E-06,1.583,1.398,1.274
1680,7323,53.376,107.84,9.16E-07,1.08E-06,2.05E-06,4.06E-06,0.741,0.57,0.48
1681,7328,20.736,63.808,2.11E-06,1.69E-06,1.77E-06,1.57E-06,1.37,1.23,1.143
1682,7329,1.472,3.136,1.05E-07,1.81E-07,2.17E-06,1.06E-05,4.213,4.053,3.423
1683,7335,26.304,43.392,3.73E-07,3.67E-07,1.58E-06,5.49E-06,1.878,1.393,1.162
1684,7343,29.824,63.36,1.09E-05,1.48E-05,8.72E-05,0.000374,16.962,16.628,16.413
1685,7344,0.091,0.364,1.30E-08,1.32E-08,1.28E-07,1.39E-06,2.696,1.79,0.584
1686,7353,0.147,0.249,2.76E-08,4.28E-08,4.59E-07,8.68E-06,8.476,7.281,2.006
1687,7357,9.152,52.672,3.19E-07,2.68E-07,9.51E-07,3.60E-06,0.997,0.806,0.74
1688,7358,6.848,36.48,2.03E-07,2.61E-07,9.69E-07,1.10E-06,0.981,0.744,0.674
1689,7359,0.128,0.448,0,4.76E-09,2.47E-08,4.60E-07,0.909,0.528,0.128
1690,7360,26.24,130.112,7.56E-06,8.84E-06,2.20E-05,2.01E-05,5.88,5.551,4.992
1691,7361,0.96,1.856,9.48E-09,1.50E-08,7.85E-08,0,1.464,0.913,0.289
1692,7366,0.043,0.099,2.04E-08,2.35E-08,1.38E-07,9.43E-07,7.707,2.834,0.717
1693,7367,0.399,0.89,4.58E-08,5.71E-08,9.74E-08,4.29E-08,1.488,1.178,0.848
1694,7369,31.744,103.68,7.23E-07,1.24E-06,3.62E-06,7.33E-06,1.724,1.443,1.223
1695,7371,14.144,49.536,2.09E-07,2.21E-07,1.90E-07,8.13E-07,0.83,0.684,0.452
1696,7374,3.456,12.16,4.64E-07,7.42E-07,2.56E-06,8.77E-07,4.668,4.524,4.338
1697,7375,0.1,0.311,2.24E-08,3.67E-08,2.31E-07,3.88E-07,6.401,4.426,1.176
1698,7376,4.608,9.216,1.15E-07,1.12E-07,2.85E-07,0,0.616,0.406,0.362
1699,7377,85.184,212.352,1.37E-06,4.97E-07,5.26E-07,1.72E-06,0.703,0.6,0.447
1700,7378,0.392,1.247,5.64E-08,8.65E-08,7.31E-07,6.43E-06,5.258,4.357,2.523
1701,7379,25.728,66.944,5.47E-07,6.61E-07,1.54E-06,2.35E-06,1.288,1.179,0.998
1702,7381,3.328,9.664,7.37E-08,6.44E-08,1.61E-07,4.12E-07,0.574,0.337,0.281
1703,7386,7.424,20.608,7.30E-08,1.01E-07,5.71E-07,8.26E-07,0.618,0.52,0.376
1704,7387,27.392,63.232,5.91E-07,6.46E-07,9.33E-07,9.90E-07,1.033,0.916,0.83
1705,7390,30.976,76.416,1.90E-06,2.16E-06,8.76E-06,3.67E-06,2.256,1.979,1.841
1706,7403,21.632,65.856,1.30E-06,1.24E-06,2.48E-06,4.68E-06,1.521,1.283,1.14
1707,7404,11.072,40.32,2.10E-07,3.71E-07,1.09E-06,0,0.99,0.931,0.795
1708,7427,0.119,0.399,1.78E-08,2.50E-08,2.02E-07,4.07E-07,8.567,3.474,0.901
1709,7429,7.168,17.856,6.52E-07,1.12E-06,6.17E-06,3.24E-06,3.696,3.459,2.94
1710,7430,0.501,3.904,7.05E-08,7.52E-08,3.66E-07,2.55E-07,2.221,1.886,0.841
1711,7432,6.144,15.68,9.20E-08,1.80E-07,3.86E-07,0,0.555,0.488,0.386
1712,7433,8.832,39.936,3.39E-07,3.79E-07,5.85E-07,6.91E-07,0.92,0.719,0.623
1713,7440,0.064,0.576,2.07E-08,1.76E-08,9.18E-08,4.49E-07,5.916,1.95,0.508
1714,7446,1.408,13.568,6.74E-07,7.66E-07,1.96E-06,1.75E-06,12.825,12.216,8.178
1715,7447,0.021,0.392,1.87E-08,2.72E-08,9.22E-08,1.48E-07,6.978,2.254,0.595
1716,7449,0.117,0.987,2.01E-08,4.72E-08,1.28E-07,3.08E-08,4.202,2.917,0.848
1717,7451,5.184,18.752,5.14E-07,3.62E-07,4.39E-07,2.90E-07,1.04,0.804,0.642
1718,7452,27.456,89.92,2.48E-07,3.03E-07,6.98E-07,0,0.778,0.629,0.488
1719,7453,0.026,0.476,2.28E-09,8.66E-09,3.80E-08,2.91E-08,1.807,0.719,0.21
1720,7455,0.171,2.12,4.86E-09,2.04E-08,1.02E-07,1.85E-08,2.003,1.668,0.535
1721,7456,0.384,4.928,3.59E-08,2.64E-08,3.37E-07,6.75E-06,4.709,3.106,1.451
1722,7457,19.136,106.048,7.60E-07,1.36E-06,4.91E-06,1.39E-05,2.024,1.626,1.256
1723,7460,7.872,20.864,2.00E-07,3.53E-07,6.36E-07,3.54E-07,0.902,0.767,0.643
1724,7464,9.92,41.088,1.84E-06,3.46E-06,1.63E-05,3.43E-05,5.797,5.577,5.107
1725,7469,9.408,18.24,1.14E-06,7.23E-07,9.33E-07,0,2.389,2.2,2.02
1726,7472,0.899,1.958,4.00E-08,6.30E-08,6.58E-07,3.01E-06,2.958,2.014,1.573
1727,7475,12.288,91.136,8.40E-06,1.01E-05,2.02E-05,1.42E-05,3.873,3.699,3.668
1728,7477,24.64,100.544,2.52E-06,3.40E-06,8.74E-06,2.51E-05,4.712,3.988,3.055
1729,7481,9.088,18.24,3.64E-07,3.31E-07,8.11E-07,0,1.749,1.615,1.261
1730,7485,13.504,27.712,1.48E-07,9.56E-08,2.83E-07,1.63E-07,0.78,0.564,0.515
1731,7486,5.632,22.016,2.78E-07,2.77E-07,7.72E-07,9.68E-08,1.301,1.174,1.003
1732,7487,3.712,14.848,3.79E-07,3.04E-07,6.08E-07,0,1.304,1.192,1.05
1733,7488,20.672,57.28,4.01E-07,4.83E-07,1.84E-06,7.18E-06,2.432,2.358,2.14
1734,7491,20.608,49.472,9.04E-06,1.39E-05,6.81E-05,0.000217,24.349,23.153,19.279
1735,7493,52.736,219.584,8.89E-07,8.00E-07,1.27E-06,3.03E-07,0.54,0.45,0.413
1736,7494,2.112,5.952,2.68E-07,3.21E-07,5.12E-07,5.67E-07,2.095,1.985,1.808
1737,7495,0.351,0.839,8.82E-09,1.22E-08,3.89E-08,7.92E-08,0.992,0.558,0.267
1738,7496,1.016,2.197,0,2.74E-08,1.67E-07,9.95E-08,0.836,0.713,0.494
1739,7497,17.6,32.448,1.51E-06,1.22E-06,2.62E-06,1.93E-06,2.482,2.005,1.617
1740,7500,21.568,35.84,2.16E-07,2.82E-07,1.04E-06,0,1.09,0.735,0.699
1741,7502,48.448,82.88,1.54E-06,1.64E-06,3.78E-06,3.25E-06,2.204,2.048,1.586
1742,7503,16.768,86.848,4.02E-06,3.84E-06,1.03E-05,1.53E-05,4.919,4.628,4.02
1743,7504,9.344,111.36,4.62E-07,4.40E-07,1.08E-06,1.32E-06,2.425,2.117,1.575
1744,7508,0.064,0.384,4.86E-09,1.11E-08,4.96E-08,6.03E-08,3.477,1,0.292
1745,7509,1.426,5.248,1.10E-07,8.16E-08,8.75E-08,0,1.033,0.804,0.531
1746,7514,2.624,6.336,9.10E-09,1.14E-08,5.67E-08,0,2.598,1.244,0.323
1747,7515,36.096,328.448,2.95E-06,2.10E-06,5.23E-06,1.36E-05,3.237,2.806,2.76
1748,7517,21.632,48.064,5.95E-08,6.28E-08,1.21E-07,0,0.854,0.711,0.542
1749,7518,4.48,12.736,1.93E-07,4.90E-07,2.84E-06,3.29E-06,3.777,3.045,2.566
1750,7520,20.352,42.752,2.11E-06,2.24E-06,7.32E-06,8.05E-06,2.349,2.131,2.005
1751,7523,17.792,60.48,6.75E-07,4.45E-07,5.18E-07,2.59E-06,0.763,0.465,0.385
1752,7526,0.83,1.973,4.11E-09,1.10E-08,9.01E-08,6.88E-07,0.685,0.435,0.336
1753,7527,7.616,253.952,2.19E-06,3.27E-06,1.25E-05,2.29E-05,11.936,11.729,10.73
1754,7528,26.24,95.744,6.02E-07,8.94E-07,1.60E-06,3.89E-06,1.09,0.764,0.69
1755,7529,1.152,7.424,3.94E-07,4.80E-07,1.39E-06,9.87E-07,6.831,6.282,5.259
1756,7530,0.768,2.56,4.79E-07,6.38E-07,1.69E-06,4.67E-07,13.181,11.728,9.098
1757,7532,18.368,39.296,1.69E-07,1.74E-07,3.21E-07,4.04E-07,0.535,0.436,0.39
1758,7533,3.2,9.6,5.26E-08,1.36E-07,3.54E-07,2.58E-07,0.998,0.76,0.644
1759,7535,4.288,9.792,1.78E-08,2.93E-08,1.20E-07,0,0.649,0.519,0.358
1760,7547,0.204,1.011,1.42E-08,4.28E-08,1.61E-07,5.92E-07,5.568,3.511,0.896
1761,7548,3.392,13.888,5.31E-07,7.72E-07,2.07E-06,1.42E-06,3.136,2.946,2.785
1762,7549,111.808,130.048,1.52E-05,1.90E-05,5.16E-05,0.000125,25.122,22.162,18.561
1763,7550,2.432,8.768,5.29E-07,5.63E-07,1.14E-06,1.56E-06,2.757,2.734,2.466
1764,7551,53.248,119.616,6.84E-07,3.40E-07,4.11E-07,8.17E-08,1.659,1.382,1.214
1765,7552,11.648,63.296,5.85E-07,3.91E-07,5.21E-07,0,0.926,0.822,0.658
1766,7554,0.375,0.604,1.55E-09,1.22E-08,6.44E-08,6.37E-08,0.982,0.748,0.326
1767,7559,1.849,2.97,4.68E-08,4.92E-08,1.25E-07,0,1.996,1.398,0.541
1768,7560,32.256,68.032,3.25E-06,3.92E-06,8.04E-06,5.40E-06,11.283,10.195,8.166
1769,7563,1.568,7.68,2.60E-08,4.27E-08,3.00E-07,2.09E-07,1.081,0.913,0.766
1770,7564,2.432,6.016,2.80E-07,2.96E-07,3.80E-07,0,2.397,1.979,1.636
1771,7566,15.232,28.48,5.06E-07,3.19E-07,1.03E-06,2.42E-06,1.092,0.994,0.839
1772,7567,2.24,6.528,2.66E-07,2.44E-07,3.24E-07,0,2.574,2.372,1.839
1773,7568,3.584,18.56,1.34E-07,1.12E-07,3.23E-07,1.69E-06,0.698,0.614,0.517
1774,7573,15.808,51.52,3.27E-07,2.42E-07,5.51E-07,1.80E-06,1.114,0.919,0.84
1775,7575,12.864,39.808,8.13E-06,1.02E-05,5.87E-05,0.000179,19.79,19.148,15.795
1776,7576,9.856,31.36,1.64E-07,1.89E-07,5.13E-07,2.32E-06,0.49,0.352,0.289
1777,7579,6.784,15.808,7.55E-08,3.02E-07,1.17E-06,3.17E-07,1.545,1.396,0.99
1778,7580,19.008,66.56,3.28E-07,2.38E-07,2.51E-07,4.36E-07,0.709,0.553,0.452
1779,7581,0.853,2.347,7.10E-09,2.57E-08,2.44E-07,1.09E-06,0.959,0.779,0.655
1780,7584,0.014,0.42,1.70E-09,4.51E-09,3.34E-08,7.46E-08,1.92,0.473,0.157
1781,7587,8.32,18.944,9.80E-08,1.89E-07,2.25E-07,5.32E-07,0.585,0.368,0.293
1782,7588,6.72,25.088,1.16E-06,1.01E-06,1.74E-06,2.86E-06,2.32,2.086,1.978
1783,7595,0.172,0.787,7.44E-09,1.91E-08,5.97E-08,3.14E-08,1.878,1.34,0.399
1784,7597,26.176,52.096,5.21E-07,5.00E-07,1.68E-06,3.48E-06,0.919,0.866,0.734
1785,7598,7.616,23.424,1.18E-06,1.07E-06,2.05E-06,2.99E-07,3.04,2.742,2.341
1786,7599,0.504,6.336,1.02E-08,3.65E-08,2.17E-07,1.36E-06,2.518,1.751,0.965
1787,7601,0.136,0.276,6.12E-09,1.48E-08,1.16E-07,1.23E-07,2.126,1.655,0.543
1788,7602,2.889,4.268,3.76E-09,1.52E-08,2.54E-08,2.25E-07,3.265,1.126,0.213
1789,7603,2.38,9.28,1.24E-07,1.44E-07,3.28E-07,0,1.518,1.232,1.105
1790,7604,11.2,43.2,4.44E-07,4.13E-07,6.62E-07,0,0.796,0.522,0.443
1791,7605,9.536,16.32,9.70E-07,1.62E-06,3.49E-06,1.38E-06,4.081,3.822,2.543
1792,7606,7.552,49.6,1.39E-07,1.64E-07,7.34E-07,6.67E-07,0.565,0.449,0.371
1793,7607,33.536,70.656,3.02E-06,1.91E-06,1.93E-06,8.55E-06,4.48,4.087,2.886
1794,7608,83.2,151.36,6.83E-07,1.25E-06,3.00E-06,0,1.042,0.803,0.706
1795,7609,27.392,52.416,9.25E-07,1.43E-06,2.45E-06,0,0.993,0.725,0.612
1796,7614,8.384,18.432,3.85E-07,6.08E-07,2.13E-06,8.61E-07,1.296,1.224,1.12
1797,7615,12.992,26.688,2.37E-07,2.80E-07,4.60E-07,7.63E-09,0.662,0.442,0.432
1798,7617,11.136,48.832,9.07E-07,9.02E-07,3.43E-06,6.17E-06,1.524,1.367,1.231
1799,7619,8.896,41.728,4.12E-07,2.81E-07,5.43E-07,4.97E-09,0.895,0.675,0.545
1800,7625,15.744,26.688,2.73E-07,2.60E-07,7.48E-07,0,0.666,0.563,0.498
1801,7626,0.192,0.384,6.32E-09,2.72E-08,1.31E-07,4.95E-07,5.197,2.75,0.711
1802,7630,12.416,26.624,3.96E-07,4.13E-07,1.11E-06,1.49E-06,2.803,2.628,1.893
1803,7632,0.761,1.897,0,0,0,0,0,0,0
1804,7635,73.92,124.16,6.35E-07,7.71E-07,3.62E-06,2.48E-06,1.465,1.226,1.106
1805,7638,9.28,125.504,8.39E-07,6.27E-07,9.83E-07,4.66E-07,1.915,1.75,1.585
1806,7642,86.656,103.808,1.12E-06,8.71E-07,1.54E-06,3.56E-08,1.268,1.034,0.802
1807,7645,324.416,431.616,7.36E-07,8.01E-07,1.92E-06,0,0.793,0.668,0.512
1808,7648,9.408,31.616,6.25E-07,8.52E-07,2.85E-06,1.51E-06,1.777,1.554,1.465
1809,7654,35.648,68.928,7.59E-07,1.05E-06,1.73E-06,2.93E-06,0.934,0.84,0.779
1810,7656,23.68,60.096,5.58E-08,9.53E-08,8.11E-07,5.17E-06,1,0.76,0.567
1811,7657,14.208,51.84,1.40E-06,1.47E-06,3.23E-06,2.01E-06,2.789,2.587,2.383
1812,7660,45.504,131.456,2.11E-06,3.40E-06,1.30E-05,3.36E-05,1.68,1.353,1.174
1813,7662,6.4,23.232,6.34E-08,4.69E-08,5.62E-08,6.37E-08,0.829,0.621,0.296
1814,7663,0.344,0.945,5.76E-08,1.55E-07,5.69E-07,2.16E-07,7.588,5.573,3.238
1815,7671,0.256,5.056,6.25E-09,1.47E-08,6.10E-08,0,3.087,1.036,0.352
1816,7674,49.024,91.52,1.11E-09,1.86E-08,6.09E-08,2.30E-07,1.333,0.93,0.368
1817,7677,30.912,59.392,2.00E-07,4.02E-07,8.56E-07,2.95E-06,0.888,0.662,0.585
1818,7678,20.48,42.752,4.91E-06,7.04E-06,3.09E-05,7.10E-05,11.72,10.298,8.294
1819,7683,101.376,220.48,5.11E-07,6.84E-07,4.65E-07,6.44E-09,0.812,0.559,0.498
1820,7684,31.04,76.032,3.02E-07,4.17E-07,2.34E-06,1.37E-05,1.122,0.841,0.738
1821,7688,126.784,154.432,3.28E-06,6.39E-06,2.58E-05,5.65E-05,5.07,4.725,3.761
1822,7695,6.592,19.392,1.80E-06,2.92E-06,1.88E-05,9.94E-05,16.986,15.621,12.19
1823,7701,4.928,17.408,3.36E-07,3.60E-07,9.53E-07,8.68E-07,2.02,1.788,1.601
1824,7703,10.816,73.536,2.12E-06,2.63E-06,5.78E-06,1.21E-05,2.408,2.158,1.603
1825,7705,3.392,15.744,1.15E-07,9.64E-08,2.61E-07,7.65E-07,1.051,0.952,0.798
1826,7706,0.072,0.118,1.07E-08,2.30E-08,8.20E-08,5.91E-07,4.636,2.087,0.51
1827,7707,23.232,74.176,1.15E-06,9.48E-07,1.08E-06,5.29E-06,1.308,0.914,0.708
1828,7710,0.462,1.016,1.28E-08,2.32E-08,1.21E-07,2.45E-07,1.687,1.24,0.594
1829,7711,5.568,20.928,1.07E-06,9.77E-07,3.01E-06,2.04E-06,3.971,3.663,3.468
1830,7727,8.512,23.616,1.09E-06,1.44E-06,2.82E-06,1.74E-08,2.301,2.038,1.926
1831,7729,21.248,67.52,2.64E-07,5.48E-07,1.14E-06,4.66E-06,0.768,0.551,0.461
1832,7734,0.486,0.894,1.88E-08,1.89E-08,1.29E-07,0,1.224,0.86,0.61
1833,7741,22.016,47.232,9.38E-07,8.09E-07,3.64E-07,0,0.714,0.471,0.392
1834,7744,30.144,70.016,2.63E-06,2.42E-06,2.44E-06,1.26E-06,2.073,2.004,1.865
1835,7745,0.924,3.264,3.35E-08,6.60E-08,1.06E-07,3.43E-07,0.927,0.812,0.632
1836,7749,5.76,19.2,6.53E-08,4.24E-08,7.39E-08,6.72E-07,0.422,0.405,0.277
1837,7750,3.904,36.864,2.64E-07,3.97E-07,6.98E-07,0,3.716,3.094,1.402
1838,7752,2.88,8.64,1.80E-07,3.07E-07,1.12E-06,1.95E-06,2.59,2.358,2.03
1839,7753,0.998,2.512,4.40E-08,8.83E-08,4.81E-07,3.45E-07,2.353,1.579,1.423
1840,7754,0.112,0.174,1.55E-08,2.00E-08,5.61E-08,1.23E-08,3.151,1.678,0.413
1841,7762,11.456,21.632,9.13E-07,8.01E-07,1.33E-06,4.10E-07,1.651,1.423,1.26
1842,7766,15.168,77.952,1.49E-06,1.82E-06,1.31E-05,0.000146,14.072,12.746,8.238
1843,7769,118.848,164.224,1.79E-06,2.10E-06,2.67E-06,1.46E-06,2.131,2.014,1.876
1844,7770,1.6,4.992,3.89E-07,4.92E-07,8.54E-07,7.87E-07,5.688,5.324,3.165
1845,7775,0.348,3.287,5.25E-08,7.44E-08,2.50E-07,5.42E-07,4.355,3.4,1.494
1846,7780,50.88,116.032,1.19E-07,1.76E-07,3.29E-07,6.96E-07,0.621,0.602,0.397
1847,7781,1.162,16.043,3.65E-07,3.61E-07,5.98E-07,3.71E-07,8.219,6.96,4.723
1848,7784,0.14,1.918,9.14E-08,1.17E-07,2.48E-07,1.69E-07,10.289,6.503,2.042
1849,7785,23.424,108.992,2.11E-06,2.76E-06,5.59E-06,0,2.679,2.496,2.33
1850,7786,8.896,29.696,5.52E-07,5.29E-07,1.08E-06,2.40E-06,2.424,2.097,1.896
1851,7788,34.944,77.376,2.15E-06,2.35E-06,7.18E-06,1.45E-05,5.992,4.603,3.286
1852,7789,0.092,0.164,1.62E-08,2.07E-08,2.32E-07,2.02E-06,5.098,3.968,1.017
1853,7790,65.536,144.64,2.68E-06,1.47E-06,1.08E-06,0,1.31,1.162,0.751
1854,7793,0.557,1.093,5.54E-08,8.24E-08,6.44E-07,4.94E-06,3.997,3.535,2.546
1855,7794,66.24,131.648,5.10E-06,5.35E-06,1.64E-05,2.75E-05,1.847,1.609,1.478
1856,7795,87.744,120,2.36E-07,4.34E-07,6.85E-07,0,0.865,0.69,0.655
1857,7798,2.688,10.432,1.03E-07,7.36E-08,3.05E-07,0,0.995,0.794,0.699
1858,7800,0.041,0.124,1.07E-08,7.64E-09,2.99E-08,7.98E-08,1.664,0.846,0.173
1859,7802,46.144,124.736,1.69E-07,1.43E-07,5.53E-07,2.60E-07,1.022,0.679,0.233
1860,7803,1.216,4.352,2.63E-07,2.29E-07,3.08E-07,8.21E-07,2.583,2.295,1.732
1861,7805,0.896,2.688,6.60E-08,3.69E-08,9.55E-08,2.75E-07,0.917,0.705,0.499
1862,7810,22.336,58.88,6.83E-07,7.46E-07,4.56E-06,2.61E-05,2.981,2.742,2.263
1863,7813,0.207,0.564,1.06E-07,7.97E-08,1.50E-07,2.08E-07,5.378,3.66,1.291
1864,7818,14.336,42.752,4.43E-07,5.36E-07,1.88E-06,3.53E-07,2.178,1.621,1.319
1865,7822,4.544,26.304,1.49E-06,1.59E-06,3.13E-06,2.88E-06,3.189,3.06,2.705
1866,7825,3.136,8.64,1.08E-07,1.01E-07,1.98E-07,0,0.568,0.399,0.277
1867,7827,0.502,2.267,7.37E-09,1.20E-08,4.62E-08,1.95E-07,1.189,0.665,0.271
1868,7830,0.581,0.896,2.63E-09,2.46E-08,1.09E-07,0,1.194,0.794,0.476
1869,7831,17.664,72.32,7.41E-07,1.66E-06,2.78E-06,9.08E-06,0.978,0.894,0.71
1870,7835,132.608,384.704,5.96E-06,6.76E-06,1.08E-05,0,1.111,0.824,0.754
1871,7838,46.784,66.048,5.45E-07,5.50E-07,1.70E-06,1.06E-06,1.611,1.489,1.105
1872,7840,12.864,43.776,1.11E-06,1.77E-06,5.19E-06,2.87E-06,2.883,2.689,2.481
1873,7841,14.144,50.368,8.38E-07,7.18E-07,1.90E-06,5.58E-07,3.026,2.843,1.984
1874,7843,9.856,102.272,1.00E-06,9.97E-07,2.89E-06,1.65E-06,1.57,1.354,1.17
1875,7845,26.816,81.344,2.24E-07,5.43E-07,2.92E-06,1.08E-05,3.78,3.324,3.003
1876,7858,7.168,79.04,9.91E-07,1.12E-06,1.99E-06,3.91E-07,4.161,3.945,3.076
1877,7862,1.664,16.704,1.92E-07,7.80E-08,1.39E-07,1.57E-08,1.108,0.906,0.659
1878,7868,83.648,112.192,2.93E-06,3.99E-06,1.17E-05,9.81E-06,2.605,2.317,2.176
1879,7872,10.176,36.864,2.00E-07,1.12E-07,3.24E-07,3.70E-06,0.862,0.709,0.511
1880,7884,11.392,52.672,2.36E-06,3.13E-06,1.19E-05,2.45E-05,12.078,9.812,8.327
1881,7885,55.168,224.192,2.71E-07,3.08E-07,7.72E-07,1.21E-07,0.697,0.513,0.48
1882,7886,7.552,37.696,2.43E-07,3.64E-07,6.55E-07,1.45E-06,1.345,1.081,1.018
1883,7888,2.816,6.208,3.96E-07,1.17E-07,4.97E-08,0,0.794,0.535,0.403
1884,7900,48.128,60.8,3.87E-07,6.99E-07,2.82E-06,4.11E-06,1.842,1.435,1.156
1885,7901,0.128,0.512,1.13E-08,2.71E-08,2.12E-07,3.30E-06,5.108,3.344,0.92
1886,7902,8.256,47.104,8.19E-07,6.20E-07,7.64E-07,8.16E-09,0.767,0.565,0.46
1887,7903,3.2,24.256,1.69E-07,1.68E-07,4.70E-07,1.77E-06,2.026,1.814,1.44
